Year,Month,Day,Period,SOLAR_SYSTEM
2018,3,27,22,242.6491069495678
2018,3,27,23,169.10353410243988
2018,3,27,24,74.60489977151155
2018,3,28,1,39.06305846571922
2018,3,28,2,0.0
2018,3,28,3,0.0
2018,3,28,4,0.0
2018,3,28,5,0.0
2018,3,28,6,0.0
2018,3,28,7,0.0
2018,3,28,8,0.0
2018,3,28,9,0.0
2018,3,28,10,0.0
2018,3,28,11,0.0
2018,3,28,12,0.0
2018,3,28,13,0.0
2018,3,28,14,52.12834635004401
2018,3,28,15,185.33799900114536
2018,3,28,16,178.28060699999332
2018,3,28,17,228.62409940361977
2018,3,28,18,262.4263189136982
2018,3,28,19,334.3176984935999
2018,3,28,20,331.57294999063015
2018,3,28,21,309.15012354403734
2018,3,28,22,347.1604374051094
2018,3,28,23,266.13834404945374
2018,3,28,24,131.4335841834545
2018,3,29,1,52.09933605790138
2018,3,29,2,0.0
2018,3,29,3,0.0
2018,3,29,4,0.0
2018,3,29,5,0.0
2018,3,29,6,0.0
2018,3,29,7,0.0
2018,3,29,8,0.0
2018,3,29,9,0.0
2018,3,29,10,0.0
2018,3,29,11,0.0
2018,3,29,12,0.0
2018,3,29,13,1.234349936246872
2018,3,29,14,188.6739012002945
2018,3,29,15,434.1381539404392
2018,3,29,16,588.4436845779419
2018,3,29,17,605.9718918800354
2018,3,29,18,607.6212612390518
2018,3,29,19,632.143268942833
2018,3,29,20,632.5684385299683
2018,3,29,21,634.444810628891
2018,3,29,22,621.1710093021393
2018,3,29,23,588.0042124986649
2018,3,29,24,370.2665959596634
2018,3,30,1,55.90499823912978
2018,3,30,2,0.0
2018,3,30,3,0.0
2018,3,30,4,0.0
2018,3,30,5,0.0
2018,3,30,6,0.0
2018,3,30,7,0.0
2018,3,30,8,0.0
2018,3,30,9,0.0
2018,3,30,10,0.0
2018,3,30,11,0.0
2018,3,30,12,0.0
2018,3,30,13,9.220709703862667
2018,3,30,14,311.074675321579
2018,3,30,15,593.8959218263626
2018,3,30,16,632.664384841919
2018,3,30,17,637.0459524393082
2018,3,30,18,635.5816051959991
2018,3,30,19,633.498751282692
2018,3,30,20,633.7231993675232
2018,3,30,21,634.240540266037
2018,3,30,22,609.8250651359558
2018,3,30,23,583.4962443113327
2018,3,30,24,373.90490663051605
2018,3,31,1,57.04093189910054
2018,3,31,2,0.0
2018,3,31,3,0.0
2018,3,31,4,0.0
2018,3,31,5,0.0
2018,3,31,6,0.0
2018,3,31,7,0.0
2018,3,31,8,0.0
2018,3,31,9,0.0
2018,3,31,10,0.0
2018,3,31,11,0.0
2018,3,31,12,0.0
2018,3,31,13,16.14770981669426
2018,3,31,14,303.0980673134327
2018,3,31,15,567.1301406025887
2018,3,31,16,599.1593552827835
2018,3,31,17,612.0167340636253
2018,3,31,18,615.2914890646935
2018,3,31,19,619.5647633075714
2018,3,31,20,620.7755960226059
2018,3,31,21,618.6925413608551
2018,3,31,22,626.4949226379395
2018,3,31,23,579.045876801014
2018,3,31,24,353.712415099144
2018,4,1,1,41.724801030009985
2018,4,1,2,0.0
2018,4,1,3,0.0
2018,4,1,4,0.0
2018,4,1,5,0.0
2018,4,1,6,0.0
2018,4,1,7,0.0
2018,4,1,8,0.0
2018,4,1,9,0.0
2018,4,1,10,0.0
2018,4,1,11,0.0
2018,4,1,12,0.0
2018,4,1,13,8.066969990730286
2018,4,1,14,159.6054680943489
2018,4,1,15,362.77190471440554
2018,4,1,16,406.82347548007965
2018,4,1,17,470.11909168958664
2018,4,1,18,496.7814407944679
2018,4,1,19,467.339848279953
2018,4,1,20,462.055580496788
2018,4,1,21,435.14672189950943
2018,4,1,22,468.9875659942627
2018,4,1,23,388.20938926935196
2018,4,1,24,225.77593979239464
2018,4,2,1,28.243722716346383
2018,4,2,2,0.0
2018,4,2,3,0.0
2018,4,2,4,0.0
2018,4,2,5,0.0
2018,4,2,6,0.0
2018,4,2,7,0.0
2018,4,2,8,0.0
2018,4,2,9,0.0
2018,4,2,10,0.0
2018,4,2,11,0.0
2018,4,2,12,0.0
2018,4,2,13,10.131329849362373
2018,4,2,14,124.25865379534662
2018,4,2,15,266.56181360036135
2018,4,2,16,231.36974927783012
2018,4,2,17,282.20003321766853
2018,4,2,18,310.7267717719078
2018,4,2,19,445.3974280357361
2018,4,2,20,441.2098079919815
2018,4,2,21,414.87080758810043
2018,4,2,22,533.5666353702545
2018,4,2,23,473.17444506287575
2018,4,2,24,270.2637840807438
2018,4,3,1,59.31065555289388
2018,4,3,2,0.0
2018,4,3,3,0.0
2018,4,3,4,0.0
2018,4,3,5,0.0
2018,4,3,6,0.0
2018,4,3,7,0.0
2018,4,3,8,0.0
2018,4,3,9,0.0
2018,4,3,10,0.0
2018,4,3,11,0.0
2018,4,3,12,0.0
2018,4,3,13,6.192809849977493
2018,4,3,14,181.7799575328827
2018,4,3,15,419.5619520843029
2018,4,3,16,478.5638391971588
2018,4,3,17,511.80615586042404
2018,4,3,18,523.8098588883877
2018,4,3,19,466.02313882112503
2018,4,3,20,462.4727937281132
2018,4,3,21,442.0132896602154
2018,4,3,22,462.5519520044327
2018,4,3,23,415.7527709007263
2018,4,3,24,271.4257360100746
2018,4,4,1,57.55576074682176
2018,4,4,2,0.0
2018,4,4,3,0.0
2018,4,4,4,0.0
2018,4,4,5,0.0
2018,4,4,6,0.0
2018,4,4,7,0.0
2018,4,4,8,0.0
2018,4,4,9,0.0
2018,4,4,10,0.0
2018,4,4,11,0.0
2018,4,4,12,0.0
2018,4,4,13,33.35153263807297
2018,4,4,14,337.0657546520233
2018,4,4,15,595.036080956459
2018,4,4,16,593.7051604986191
2018,4,4,17,601.0915048122406
2018,4,4,18,605.6885914802551
2018,4,4,19,604.1937811374664
2018,4,4,20,603.0721924304962
2018,4,4,21,598.0484571456909
2018,4,4,22,622.3289062976837
2018,4,4,23,602.5423390865326
2018,4,4,24,395.12404441833496
2018,4,5,1,67.63430899381638
2018,4,5,2,0.0
2018,4,5,3,0.0
2018,4,5,4,0.0
2018,4,5,5,0.0
2018,4,5,6,0.0
2018,4,5,7,0.0
2018,4,5,8,0.0
2018,4,5,9,0.0
2018,4,5,10,0.0
2018,4,5,11,0.0
2018,4,5,12,0.0
2018,4,5,13,30.728753626346588
2018,4,5,14,281.5688869357109
2018,4,5,15,520.2703968882561
2018,4,5,16,512.4160533547401
2018,4,5,17,545.5518878102303
2018,4,5,18,556.6817484498024
2018,4,5,19,414.457941532135
2018,4,5,20,408.9002054333687
2018,4,5,21,386.2883605360985
2018,4,5,22,391.53752636909485
2018,4,5,23,327.63255067169666
2018,4,5,24,204.50557819753885
2018,4,6,1,50.22573133837432
2018,4,6,2,0.0
2018,4,6,3,0.0
2018,4,6,4,0.0
2018,4,6,5,0.0
2018,4,6,6,0.0
2018,4,6,7,0.0
2018,4,6,8,0.0
2018,4,6,9,0.0
2018,4,6,10,0.0
2018,4,6,11,0.0
2018,4,6,12,0.0
2018,4,6,13,1.6860279757529497
2018,4,6,14,83.03904177993536
2018,4,6,15,225.31173907220364
2018,4,6,16,415.085021674633
2018,4,6,17,445.57673197984695
2018,4,6,18,459.3504129052162
2018,4,6,19,422.6688573360443
2018,4,6,20,418.06200325489044
2018,4,6,21,387.4237365722656
2018,4,6,22,424.36291712522507
2018,4,6,23,338.153216779232
2018,4,6,24,169.80024036765099
2018,4,7,1,7.900036858394742
2018,4,7,2,0.0
2018,4,7,3,0.0
2018,4,7,4,0.0
2018,4,7,5,0.0
2018,4,7,6,0.0
2018,4,7,7,0.0
2018,4,7,8,0.0
2018,4,7,9,0.0
2018,4,7,10,0.0
2018,4,7,11,0.0
2018,4,7,12,0.0
2018,4,7,13,4.907759875059128
2018,4,7,14,99.7141337506473
2018,4,7,15,249.65579560399055
2018,4,7,16,240.92532287538052
2018,4,7,17,298.83999252319336
2018,4,7,18,325.85384276509285
2018,4,7,19,357.1834257245064
2018,4,7,20,351.51621770858765
2018,4,7,21,335.6480895280838
2018,4,7,22,356.93502482771873
2018,4,7,23,319.1748424768448
2018,4,7,24,223.15001744031906
2018,4,8,1,70.49430037662387
2018,4,8,2,0.0
2018,4,8,3,0.0
2018,4,8,4,0.0
2018,4,8,5,0.0
2018,4,8,6,0.0
2018,4,8,7,0.0
2018,4,8,8,0.0
2018,4,8,9,0.0
2018,4,8,10,0.0
2018,4,8,11,0.0
2018,4,8,12,0.0
2018,4,8,13,18.425731347873807
2018,4,8,14,234.25470981001854
2018,4,8,15,465.3597483634949
2018,4,8,16,510.57696384191513
2018,4,8,17,543.264945268631
2018,4,8,18,555.6698575615883
2018,4,8,19,570.137433052063
2018,4,8,20,568.2993819713593
2018,4,8,21,555.4624856710434
2018,4,8,22,571.3879849910736
2018,4,8,23,513.7896500825882
2018,4,8,24,328.72869473695755
2018,4,9,1,70.58905989676714
2018,4,9,2,0.0
2018,4,9,3,0.0
2018,4,9,4,0.0
2018,4,9,5,0.0
2018,4,9,6,0.0
2018,4,9,7,0.0
2018,4,9,8,0.0
2018,4,9,9,0.0
2018,4,9,10,0.0
2018,4,9,11,0.0
2018,4,9,12,0.0
2018,4,9,13,27.76281251013279
2018,4,9,14,237.25553247332573
2018,4,9,15,440.2436229586601
2018,4,9,16,320.5708267092705
2018,4,9,17,368.3313924074173
2018,4,9,18,398.7220159173012
2018,4,9,19,424.4361605644226
2018,4,9,20,418.03945618867874
2018,4,9,21,395.37170547246933
2018,4,9,22,373.52290642261505
2018,4,9,23,332.0671397447586
2018,4,9,24,221.37364646792412
2018,4,10,1,62.39201030135155
2018,4,10,2,0.0
2018,4,10,3,0.0
2018,4,10,4,0.0
2018,4,10,5,0.0
2018,4,10,6,0.0
2018,4,10,7,0.0
2018,4,10,8,0.0
2018,4,10,9,0.0
2018,4,10,10,0.0
2018,4,10,11,0.0
2018,4,10,12,0.0
2018,4,10,13,50.078395672142506
2018,4,10,14,344.03392761945724
2018,4,10,15,580.0501192808151
2018,4,10,16,633.8514310121536
2018,4,10,17,636.3167593479156
2018,4,10,18,636.6489326953888
2018,4,10,19,638.3402264118195
2018,4,10,20,638.514077425003
2018,4,10,21,638.8646137714386
2018,4,10,22,637.3904860019684
2018,4,10,23,621.5109225511551
2018,4,10,24,428.0539674758911
2018,4,11,1,80.69911068677902
2018,4,11,2,0.0
2018,4,11,3,0.0
2018,4,11,4,0.0
2018,4,11,5,0.0
2018,4,11,6,0.0
2018,4,11,7,0.0
2018,4,11,8,0.0
2018,4,11,9,0.0
2018,4,11,10,0.0
2018,4,11,11,0.0
2018,4,11,12,0.0
2018,4,11,13,50.79004695266485
2018,4,11,14,364.30432426929474
2018,4,11,15,584.1557667255402
2018,4,11,16,634.6328687667847
2018,4,11,17,637.1908848285675
2018,4,11,18,637.0231516361237
2018,4,11,19,637.610100030899
2018,4,11,20,638.188716173172
2018,4,11,21,638.3215191364288
2018,4,11,22,637.4399137496948
2018,4,11,23,586.9053580760956
2018,4,11,24,389.6337086558342
2018,4,12,1,79.50288803875446
2018,4,12,2,0.0
2018,4,12,3,0.0
2018,4,12,4,0.0
2018,4,12,5,0.0
2018,4,12,6,0.0
2018,4,12,7,0.0
2018,4,12,8,0.0
2018,4,12,9,0.0
2018,4,12,10,0.0
2018,4,12,11,0.0
2018,4,12,12,0.0
2018,4,12,13,46.44275441020727
2018,4,12,14,336.9451422095299
2018,4,12,15,558.9235732555389
2018,4,12,16,595.5803145170212
2018,4,12,17,607.4489186406136
2018,4,12,18,610.8979950547218
2018,4,12,19,623.1605651378632
2018,4,12,20,623.4257061481476
2018,4,12,21,620.3292502164841
2018,4,12,22,588.6211748123169
2018,4,12,23,517.7331274151802
2018,4,12,24,319.3441588282585
2018,4,13,1,71.69417151808739
2018,4,13,2,0.0
2018,4,13,3,0.0
2018,4,13,4,0.0
2018,4,13,5,0.0
2018,4,13,6,0.0
2018,4,13,7,0.0
2018,4,13,8,0.0
2018,4,13,9,0.0
2018,4,13,10,0.0
2018,4,13,11,0.0
2018,4,13,12,0.0
2018,4,13,13,8.361695333383977
2018,4,13,14,178.14924492686987
2018,4,13,15,352.9719585031271
2018,4,13,16,417.2106020152569
2018,4,13,17,452.37938192486763
2018,4,13,18,468.1434647142887
2018,4,13,19,499.72714787721634
2018,4,13,20,496.80964213609695
2018,4,13,21,477.8180434703827
2018,4,13,22,486.4364311695099
2018,4,13,23,433.2050334215164
2018,4,13,24,313.1963472366333
2018,4,14,1,91.5377970635891
2018,4,14,2,0.0
2018,4,14,3,0.0
2018,4,14,4,0.0
2018,4,14,5,0.0
2018,4,14,6,0.0
2018,4,14,7,0.0
2018,4,14,8,0.0
2018,4,14,9,0.0
2018,4,14,10,0.0
2018,4,14,11,0.0
2018,4,14,12,0.0
2018,4,14,13,19.154623091220856
2018,4,14,14,227.4438539147377
2018,4,14,15,437.89858317375183
2018,4,14,16,585.3180487155914
2018,4,14,17,603.7472469806671
2018,4,14,18,607.0045359134674
2018,4,14,19,607.0864803791046
2018,4,14,20,606.2978637218475
2018,4,14,21,597.7749440670013
2018,4,14,22,583.1324133872986
2018,4,14,23,508.4096827507019
2018,4,14,24,317.5516164302826
2018,4,15,1,37.907924979925156
2018,4,15,2,0.0
2018,4,15,3,0.0
2018,4,15,4,0.0
2018,4,15,5,0.0
2018,4,15,6,0.0
2018,4,15,7,0.0
2018,4,15,8,0.0
2018,4,15,9,0.0
2018,4,15,10,0.0
2018,4,15,11,0.0
2018,4,15,12,0.0
2018,4,15,13,65.84492459893227
2018,4,15,14,411.0751561522484
2018,4,15,15,598.0033260583878
2018,4,15,16,638.5438530445099
2018,4,15,17,639.1857769489288
2018,4,15,18,639.1857769489288
2018,4,15,19,639.1857769489288
2018,4,15,20,639.1857769489288
2018,4,15,21,639.1857769489288
2018,4,15,22,604.1526634693146
2018,4,15,23,595.0544109344482
2018,4,15,24,423.8489327430725
2018,4,16,1,94.19347822666168
2018,4,16,2,0.0
2018,4,16,3,0.0
2018,4,16,4,0.0
2018,4,16,5,0.0
2018,4,16,6,0.0
2018,4,16,7,0.0
2018,4,16,8,0.0
2018,4,16,9,0.0
2018,4,16,10,0.0
2018,4,16,11,0.0
2018,4,16,12,0.0
2018,4,16,13,65.05723787844181
2018,4,16,14,401.3831781744957
2018,4,16,15,592.3516305685043
2018,4,16,16,638.4926277399063
2018,4,16,17,639.1857769489288
2018,4,16,18,638.9712765216827
2018,4,16,19,638.7138760089874
2018,4,16,20,638.9283764362335
2018,4,16,21,639.1857769489288
2018,4,16,22,638.6475174427032
2018,4,16,23,590.7978173494339
2018,4,16,24,416.55268704891205
2018,4,17,1,94.60860545933247
2018,4,17,2,0.0
2018,4,17,3,0.0
2018,4,17,4,0.0
2018,4,17,5,0.0
2018,4,17,6,0.0
2018,4,17,7,0.0
2018,4,17,8,0.0
2018,4,17,9,0.0
2018,4,17,10,0.0
2018,4,17,11,0.0
2018,4,17,12,0.0
2018,4,17,13,64.38532677292824
2018,4,17,14,372.77519047260284
2018,4,17,15,565.0715554952621
2018,4,17,16,623.8566964864731
2018,4,17,17,638.326639175415
2018,4,17,18,638.409392118454
2018,4,17,19,638.3041204214096
2018,4,17,20,638.1866430044174
2018,4,17,21,638.035982966423
2018,4,17,22,612.0134879350662
2018,4,17,23,534.8209342956543
2018,4,17,24,336.1480808854103
2018,4,18,1,98.65390608459711
2018,4,18,2,0.0
2018,4,18,3,0.0
2018,4,18,4,0.0
2018,4,18,5,0.0
2018,4,18,6,0.0
2018,4,18,7,0.0
2018,4,18,8,0.0
2018,4,18,9,0.0
2018,4,18,10,0.0
2018,4,18,11,0.0
2018,4,18,12,0.0
2018,4,18,13,35.35606122948229
2018,4,18,14,296.6700236797333
2018,4,18,15,487.93695628643036
2018,4,18,16,461.2177435159683
2018,4,18,17,497.9664995074272
2018,4,18,18,511.5076951980591
2018,4,18,19,493.35104060173035
2018,4,18,20,489.1009839773178
2018,4,18,21,469.69138836860657
2018,4,18,22,506.2338869571686
2018,4,18,23,462.31969118118286
2018,4,18,24,335.39493614435196
2018,4,19,1,100.4070376753807
2018,4,19,2,0.0
2018,4,19,3,0.0
2018,4,19,4,0.0
2018,4,19,5,0.0
2018,4,19,6,0.0
2018,4,19,7,0.0
2018,4,19,8,0.0
2018,4,19,9,0.0
2018,4,19,10,0.0
2018,4,19,11,0.0
2018,4,19,12,0.0
2018,4,19,13,52.144048027694225
2018,4,19,14,300.09256142377853
2018,4,19,15,483.0425442457199
2018,4,19,16,566.6042526960373
2018,4,19,17,596.973561167717
2018,4,19,18,601.05328810215
2018,4,19,19,593.4454298019409
2018,4,19,20,592.3112632036209
2018,4,19,21,581.8031364679337
2018,4,19,22,624.8815939426422
2018,4,19,23,600.3100606203079
2018,4,19,24,401.9929577112198
2018,4,20,1,89.39743410423398
2018,4,20,2,0.0
2018,4,20,3,0.0
2018,4,20,4,0.0
2018,4,20,5,0.0
2018,4,20,6,0.0
2018,4,20,7,0.0
2018,4,20,8,0.0
2018,4,20,9,0.0
2018,4,20,10,0.0
2018,4,20,11,0.0
2018,4,20,12,0.0
2018,4,20,13,67.07266916707158
2018,4,20,14,341.88108967244625
2018,4,20,15,522.8846962153912
2018,4,20,16,392.03939682245255
2018,4,20,17,450.2014682292938
2018,4,20,18,472.21873956918716
2018,4,20,19,515.3206878900528
2018,4,20,20,511.136287689209
2018,4,20,21,486.2338043451309
2018,4,20,22,594.1630442142487
2018,4,20,23,509.71605801582336
2018,4,20,24,322.942487180233
2018,4,21,1,91.49621231853962
2018,4,21,2,0.0
2018,4,21,3,0.0
2018,4,21,4,0.0
2018,4,21,5,0.0
2018,4,21,6,0.0
2018,4,21,7,0.0
2018,4,21,8,0.0
2018,4,21,9,0.0
2018,4,21,10,0.0
2018,4,21,11,0.0
2018,4,21,12,0.0
2018,4,21,13,29.257981198839843
2018,4,21,14,145.84573344141245
2018,4,21,15,267.87245389819145
2018,4,21,16,347.94843700528145
2018,4,21,17,377.45915257930756
2018,4,21,18,392.8152666091919
2018,4,21,19,381.71581971645355
2018,4,21,20,374.8859158754349
2018,4,21,21,356.7718972861767
2018,4,21,22,380.77230179309845
2018,4,21,23,337.5267141908407
2018,4,21,24,253.38570883870125
2018,4,22,1,99.64766209200025
2018,4,22,2,0.0
2018,4,22,3,0.0
2018,4,22,4,0.0
2018,4,22,5,0.0
2018,4,22,6,0.0
2018,4,22,7,0.0
2018,4,22,8,0.0
2018,4,22,9,0.0
2018,4,22,10,0.0
2018,4,22,11,0.0
2018,4,22,12,0.0
2018,4,22,13,55.030817337334156
2018,4,22,14,286.14074367284775
2018,4,22,15,471.1657495498657
2018,4,22,16,503.2194902896881
2018,4,22,17,529.1544330120087
2018,4,22,18,539.9835073947906
2018,4,22,19,599.9376413822174
2018,4,22,20,597.3977596759796
2018,4,22,21,589.7563717365265
2018,4,22,22,633.5816261768341
2018,4,22,23,569.0122737884521
2018,4,22,24,384.902734041214
2018,4,23,1,81.49101792275906
2018,4,23,2,0.0
2018,4,23,3,0.0
2018,4,23,4,0.0
2018,4,23,5,0.0
2018,4,23,6,0.0
2018,4,23,7,0.0
2018,4,23,8,0.0
2018,4,23,9,0.0
2018,4,23,10,0.0
2018,4,23,11,0.0
2018,4,23,12,0.0
2018,4,23,13,92.77893636375666
2018,4,23,14,411.33061599731445
2018,4,23,15,615.4929609298706
2018,4,23,16,629.8575639724731
2018,4,23,17,636.9804937839508
2018,4,23,18,637.0644257068634
2018,4,23,19,584.2069752216339
2018,4,23,20,581.710390329361
2018,4,23,21,573.361926317215
2018,4,23,22,564.6538071632385
2018,4,23,23,532.4236423969269
2018,4,23,24,375.55698972940445
2018,4,24,1,116.78517964482307
2018,4,24,2,0.0
2018,4,24,3,0.0
2018,4,24,4,0.0
2018,4,24,5,0.0
2018,4,24,6,0.0
2018,4,24,7,0.0
2018,4,24,8,0.0
2018,4,24,9,0.0
2018,4,24,10,0.0
2018,4,24,11,0.0
2018,4,24,12,0.0
2018,4,24,13,96.8375146985054
2018,4,24,14,406.75985783338547
2018,4,24,15,603.5628175735474
2018,4,24,16,628.8217762708664
2018,4,24,17,633.1494668722153
2018,4,24,18,634.0481407642365
2018,4,24,19,633.3953788280487
2018,4,24,20,633.3710427284241
2018,4,24,21,633.5460735559464
2018,4,24,22,604.9857677221298
2018,4,24,23,519.7307183146477
2018,4,24,24,338.62368285655975
2018,4,25,1,80.57619085907936
2018,4,25,2,0.0
2018,4,25,3,0.0
2018,4,25,4,0.0
2018,4,25,5,0.0
2018,4,25,6,0.0
2018,4,25,7,0.0
2018,4,25,8,0.0
2018,4,25,9,0.0
2018,4,25,10,0.0
2018,4,25,11,0.0
2018,4,25,12,0.0
2018,4,25,13,75.9626074610278
2018,4,25,14,297.5439924299717
2018,4,25,15,427.26822024583817
2018,4,25,16,401.20793506503105
2018,4,25,17,431.6140784025192
2018,4,25,18,446.9000973403454
2018,4,25,19,430.4609068930149
2018,4,25,20,429.16387382149696
2018,4,25,21,413.27204141020775
2018,4,25,22,501.73208095133305
2018,4,25,23,427.58316016197205
2018,4,25,24,263.42098397016525
2018,4,26,1,89.62173454836011
2018,4,26,2,0.0
2018,4,26,3,0.0
2018,4,26,4,0.0
2018,4,26,5,0.0
2018,4,26,6,0.0
2018,4,26,7,0.0
2018,4,26,8,0.0
2018,4,26,9,0.0
2018,4,26,10,0.0
2018,4,26,11,0.0
2018,4,26,12,0.0
2018,4,26,13,73.81411325931549
2018,4,26,14,323.09251099824905
2018,4,26,15,465.3283096551895
2018,4,26,16,605.4797713756561
2018,4,26,17,611.8306565284729
2018,4,26,18,614.0665190219879
2018,4,26,19,627.5751087665558
2018,4,26,20,626.8081557750702
2018,4,26,21,623.1754722595215
2018,4,26,22,630.2518771886826
2018,4,26,23,567.4499697685242
2018,4,26,24,407.3956940770149
2018,4,27,1,107.80217191576958
2018,4,27,2,0.0
2018,4,27,3,0.0
2018,4,27,4,0.0
2018,4,27,5,0.0
2018,4,27,6,0.0
2018,4,27,7,0.0
2018,4,27,8,0.0
2018,4,27,9,0.0
2018,4,27,10,0.0
2018,4,27,11,0.0
2018,4,27,12,0.0
2018,4,27,13,118.94051451981068
2018,4,27,14,429.2035572528839
2018,4,27,15,594.671039223671
2018,4,27,16,627.9316694736481
2018,4,27,17,632.6929211616516
2018,4,27,18,633.7474284172058
2018,4,27,19,577.2875964045525
2018,4,27,20,577.1114906668663
2018,4,27,21,566.152672290802
2018,4,27,22,548.8794014453888
2018,4,27,23,462.88861083984375
2018,4,27,24,310.2127577662468
2018,4,28,1,116.82231524586678
2018,4,28,2,0.0
2018,4,28,3,0.0
2018,4,28,4,0.0
2018,4,28,5,0.0
2018,4,28,6,0.0
2018,4,28,7,0.0
2018,4,28,8,0.0
2018,4,28,9,0.0
2018,4,28,10,0.0
2018,4,28,11,0.0
2018,4,28,12,0.0
2018,4,28,13,90.53476174175739
2018,4,28,14,339.6967379450798
2018,4,28,15,542.2613275647163
2018,4,28,16,573.2857412099838
2018,4,28,17,591.8813738822937
2018,4,28,18,598.0872869491577
2018,4,28,19,582.117512345314
2018,4,28,20,581.0505096912384
2018,4,28,21,569.4612716436386
2018,4,28,22,563.5695147514343
2018,4,28,23,523.5932125449181
2018,4,28,24,348.9329650402069
2018,4,29,1,128.71317666769028
2018,4,29,2,0.0
2018,4,29,3,0.0
2018,4,29,4,0.0
2018,4,29,5,0.0
2018,4,29,6,0.0
2018,4,29,7,0.0
2018,4,29,8,0.0
2018,4,29,9,0.0
2018,4,29,10,0.0
2018,4,29,11,0.0
2018,4,29,12,0.0
2018,4,29,13,113.6944016367197
2018,4,29,14,411.53828954696655
2018,4,29,15,605.2738225460052
2018,4,29,16,624.6551556587219
2018,4,29,17,631.2054665088654
2018,4,29,18,633.3936426639557
2018,4,29,19,630.3357893228531
2018,4,29,20,630.5419756174088
2018,4,29,21,627.3465507030487
2018,4,29,22,569.2752286195755
2018,4,29,23,512.5250735282898
2018,4,29,24,334.57579812407494
2018,4,30,1,67.44374896585941
2018,4,30,2,0.0
2018,4,30,3,0.0
2018,4,30,4,0.0
2018,4,30,5,0.0
2018,4,30,6,0.0
2018,4,30,7,0.0
2018,4,30,8,0.0
2018,4,30,9,0.0
2018,4,30,10,0.0
2018,4,30,11,0.0
2018,4,30,12,0.0
2018,4,30,13,69.87571113370359
2018,4,30,14,223.4354295656085
2018,4,30,15,361.5087029784918
2018,4,30,16,390.126785710454
2018,4,30,17,428.4431064426899
2018,4,30,18,450.5270306169987
2018,4,30,19,446.11505803465843
2018,4,30,20,442.5282968580723
2018,4,30,21,425.4329723417759
2018,4,30,22,423.8896980583668
2018,4,30,23,352.27435141801834
2018,4,30,24,199.08714650571346
2018,5,1,1,57.31391247920692
2018,5,1,2,0.0
2018,5,1,3,0.0
2018,5,1,4,0.0
2018,5,1,5,0.0
2018,5,1,6,0.0
2018,5,1,7,0.0
2018,5,1,8,0.0
2018,5,1,9,0.0
2018,5,1,10,0.0
2018,5,1,11,0.0
2018,5,1,12,0.0
2018,5,1,13,46.7092389985919
2018,5,1,14,172.0088030025363
2018,5,1,15,253.25671929121017
2018,5,1,16,312.16749469935894
2018,5,1,17,366.86402079463005
2018,5,1,18,393.3857715725899
2018,5,1,19,414.73633763194084
2018,5,1,20,410.33693328499794
2018,5,1,21,389.8710301220417
2018,5,1,22,483.785901427269
2018,5,1,23,406.13696901500225
2018,5,1,24,249.09666450321674
2018,5,2,1,63.98967718705535
2018,5,2,2,0.0
2018,5,2,3,0.0
2018,5,2,4,0.0
2018,5,2,5,0.0
2018,5,2,6,0.0
2018,5,2,7,0.0
2018,5,2,8,0.0
2018,5,2,9,0.0
2018,5,2,10,0.0
2018,5,2,11,0.0
2018,5,2,12,0.0
2018,5,2,13,50.21785435359925
2018,5,2,14,215.24154803156853
2018,5,2,15,358.7027077674866
2018,5,2,16,468.3122841119766
2018,5,2,17,494.05899477005005
2018,5,2,18,504.0125371813774
2018,5,2,19,541.2767032384872
2018,5,2,20,539.0432941019535
2018,5,2,21,528.4020754098892
2018,5,2,22,390.6102095544338
2018,5,2,23,322.9708330333233
2018,5,2,24,184.2422316223383
2018,5,3,1,41.48822427354753
2018,5,3,2,0.0
2018,5,3,3,0.0
2018,5,3,4,0.0
2018,5,3,5,0.0
2018,5,3,6,0.0
2018,5,3,7,0.0
2018,5,3,8,0.0
2018,5,3,9,0.0
2018,5,3,10,0.0
2018,5,3,11,0.0
2018,5,3,12,0.0
2018,5,3,13,62.58165156748146
2018,5,3,14,259.5547543540597
2018,5,3,15,401.15926755964756
2018,5,3,16,437.95851787924767
2018,5,3,17,470.5268607735634
2018,5,3,18,485.92908999323845
2018,5,3,19,516.42732411623
2018,5,3,20,512.319539129734
2018,5,3,21,496.1647380590439
2018,5,3,22,485.832634806633
2018,5,3,23,418.29759243130684
2018,5,3,24,268.1601052582264
2018,5,4,1,80.88325496017933
2018,5,4,2,0.0
2018,5,4,3,0.0
2018,5,4,4,0.0
2018,5,4,5,0.0
2018,5,4,6,0.0
2018,5,4,7,0.0
2018,5,4,8,0.0
2018,5,4,9,0.0
2018,5,4,10,0.0
2018,5,4,11,0.0
2018,5,4,12,0.0
2018,5,4,13,26.7127517843619
2018,5,4,14,101.94167584180832
2018,5,4,15,200.06178533285856
2018,5,4,16,297.78667652606964
2018,5,4,17,340.15476136654615
2018,5,4,18,356.4648297429085
2018,5,4,19,365.24842724204063
2018,5,4,20,359.7872639298439
2018,5,4,21,344.03506549447775
2018,5,4,22,335.45889811217785
2018,5,4,23,305.1312937415205
2018,5,4,24,233.14919325523078
2018,5,5,1,98.05879005044699
2018,5,5,2,0.0
2018,5,5,3,0.0
2018,5,5,4,0.0
2018,5,5,5,0.0
2018,5,5,6,0.0
2018,5,5,7,0.0
2018,5,5,8,0.0
2018,5,5,9,0.0
