Year,Month,Day,Period,COPPER_SHEET
2018,3,28,21,41089.2
2018,3,28,22,40892.273
2018,3,28,23,40425.22
2018,3,28,24,41155.055
2018,3,29,1,40619.28
2018,3,29,2,37580.188
2018,3,29,3,34650.86
2018,3,29,4,33237.34
2018,3,29,5,32170.943
2018,3,29,6,31320.8
2018,3,29,7,29575.986
2018,3,29,8,29444.422
2018,3,29,9,30008.594
2018,3,29,10,31734.787
2018,3,29,11,33079.1
2018,3,29,12,34408.8
2018,3,29,13,35367.71
2018,3,29,14,36151.55
2018,3,29,15,36043.504
2018,3,29,16,36732.76
2018,3,29,17,37163.46
2018,3,29,18,38165.02
2018,3,29,19,38442.434
2018,3,29,20,39944.215
2018,3,29,21,41022.17
2018,3,29,22,40622.566
2018,3,29,23,40966.844
2018,3,29,24,40433.625
2018,3,30,1,40057.37
2018,3,30,2,38040.65
2018,3,30,3,34140.312
2018,3,30,4,31635.754
2018,3,30,5,30013.113
2018,3,30,6,29396.492
2018,3,30,7,28434.346
2018,3,30,8,28516.996
2018,3,30,9,28991.953
2018,3,30,10,31215.873
2018,3,30,11,33404.312
2018,3,30,12,34685.65
2018,3,30,13,35711.727
2018,3,30,14,36925.215
2018,3,30,15,36692.953
2018,3,30,16,36191.887
2018,3,30,17,37030.395
2018,3,30,18,37331.707
2018,3,30,19,37639.477
2018,3,30,20,37973.754
2018,3,30,21,37846.445
2018,3,30,22,37900.125
2018,3,30,23,38811.723
2018,3,30,24,38165.035
2018,3,31,1,38741.934
2018,3,31,2,36935.164
2018,3,31,3,33424.156
2018,3,31,4,31817.121
2018,3,31,5,28706.314
2018,3,31,6,27908.402
2018,3,31,7,28068.79
2018,3,31,8,27858.965
2018,3,31,9,28067.879
2018,3,31,10,29349.342
2018,3,31,11,30260.34
2018,3,31,12,31684.553
2018,3,31,13,33248.336
2018,3,31,14,34357.758
2018,3,31,15,34245.12
2018,3,31,16,34673.043
2018,3,31,17,35462.19
2018,3,31,18,36247.164
2018,3,31,19,37454.785
2018,3,31,20,39256.027
2018,3,31,21,40267.44
2018,3,31,22,39387.895
2018,3,31,23,39065.656
2018,3,31,24,37580.293
2018,4,1,1,37236.63
2018,4,1,2,36293.688
2018,4,1,3,32669.957
2018,4,1,4,31080.703
2018,4,1,5,29054.56
2018,4,1,6,27867.508
2018,4,1,7,27469.36
2018,4,1,8,27513.328
2018,4,1,9,27906.727
2018,4,1,10,29220.346
2018,4,1,11,30176.71
2018,4,1,12,31626.135
2018,4,1,13,33348.414
2018,4,1,14,34274.047
2018,4,1,15,34859.945
2018,4,1,16,36002.42
2018,4,1,17,36891.25
2018,4,1,18,37725.535
2018,4,1,19,38821.6
2018,4,1,20,39274.7
2018,4,1,21,38830.332
2018,4,1,22,38088.52
2018,4,1,23,37425.242
2018,4,1,24,36920.43
2018,4,2,1,36259.637
2018,4,2,2,35709.41
2018,4,2,3,33479.867
2018,4,2,4,31571.246
2018,4,2,5,30014.725
2018,4,2,6,28653.375
2018,4,2,7,28795.229
2018,4,2,8,28882.379
2018,4,2,9,29636.102
2018,4,2,10,31481.29
2018,4,2,11,32254.973
2018,4,2,12,33450.82
2018,4,2,13,35002.24
2018,4,2,14,36674.547
2018,4,2,15,37183.645
2018,4,2,16,37721.87
2018,4,2,17,38528.418
2018,4,2,18,38568.58
2018,4,2,19,40416.547
2018,4,2,20,40722.637
2018,4,2,21,41408.035
2018,4,2,22,40696.63
2018,4,2,23,40099.906
2018,4,2,24,39256.477
2018,4,3,1,38845.605
2018,4,3,2,37367.914
2018,4,3,3,35121.008
2018,4,3,4,33632.047
2018,4,3,5,32088.844
2018,4,3,6,31211.896
2018,4,3,7,30480.46
2018,4,3,8,30177.89
2018,4,3,9,31336.742
2018,4,3,10,33776.688
2018,4,3,11,35670.562
2018,4,3,12,37405.59
2018,4,3,13,38412.6
2018,4,3,14,39777.234
2018,4,3,15,40820.445
2018,4,3,16,42167.016
2018,4,3,17,43958.617
2018,4,3,18,44790.195
2018,4,3,19,45281.613
2018,4,3,20,45146.05
2018,4,3,21,44171.387
2018,4,3,22,42802.99
2018,4,3,23,40871.87
2018,4,3,24,39017.14
2018,4,4,1,38540.78
2018,4,4,2,37171.082
2018,4,4,3,34215.094
2018,4,4,4,32519.158
2018,4,4,5,31354.898
2018,4,4,6,30210.016
2018,4,4,7,29350.977
2018,4,4,8,29034.242
2018,4,4,9,30416.678
2018,4,4,10,33684.297
2018,4,4,11,35666.324
2018,4,4,12,36978.406
2018,4,4,13,38303.895
2018,4,4,14,38804.973
2018,4,4,15,39268.17
2018,4,4,16,39326.707
2018,4,4,17,38153.81
2018,4,4,18,38404.582
2018,4,4,19,36836.285
2018,4,4,20,36312.57
2018,4,4,21,36329.695
2018,4,4,22,36396.242
2018,4,4,23,36660.992
2018,4,4,24,36728.734
2018,4,5,1,36800.543
2018,4,5,2,35339.594
2018,4,5,3,32869.805
2018,4,5,4,31188.643
2018,4,5,5,29953.303
2018,4,5,6,29234.562
2018,4,5,7,30205.076
2018,4,5,8,29734.953
2018,4,5,9,30086.496
2018,4,5,10,31158.43
2018,4,5,11,32837.84
2018,4,5,12,34040.125
2018,4,5,13,34912.883
2018,4,5,14,35356.914
2018,4,5,15,35355.895
2018,4,5,16,35513.836
2018,4,5,17,35539.285
2018,4,5,18,36231.668
2018,4,5,19,37898.047
2018,4,5,20,38778.684
2018,4,5,21,39175.03
2018,4,5,22,39891.88
2018,4,5,23,40006.445
2018,4,5,24,38636.445
2018,4,6,1,38929.637
2018,4,6,2,38051.367
2018,4,6,3,34728.098
2018,4,6,4,33014.574
2018,4,6,5,31576.668
2018,4,6,6,30398.639
2018,4,6,7,30447.688
2018,4,6,8,30156.69
2018,4,6,9,30864.72
2018,4,6,10,32225.557
2018,4,6,11,33348.715
2018,4,6,12,34896.883
2018,4,6,13,36598.51
2018,4,6,14,37109.965
2018,4,6,15,37357.94
2018,4,6,16,38322.973
2018,4,6,17,39247.383
2018,4,6,18,40674.824
2018,4,6,19,41497.71
2018,4,6,20,42134.137
2018,4,6,21,42608.14
2018,4,6,22,41816.28
2018,4,6,23,41494.71
2018,4,6,24,40442.465
2018,4,7,1,39403.625
2018,4,7,2,39064.832
2018,4,7,3,35504.914
2018,4,7,4,33446.69
2018,4,7,5,31651.594
2018,4,7,6,30740.584
2018,4,7,7,29343.594
2018,4,7,8,28838.975
2018,4,7,9,30195.012
2018,4,7,10,32789.977
2018,4,7,11,34174.562
2018,4,7,12,35030.15
2018,4,7,13,36371.35
2018,4,7,14,38114.29
2018,4,7,15,38930.477
2018,4,7,16,39231.15
2018,4,7,17,38828.496
2018,4,7,18,38431.363
2018,4,7,19,38000.785
2018,4,7,20,37492.75
2018,4,7,21,37288.03
2018,4,7,22,36976.25
2018,4,7,23,36775.465
2018,4,7,24,35140.55
2018,4,8,1,35362.844
2018,4,8,2,34605.77
2018,4,8,3,33778.125
2018,4,8,4,31675.535
2018,4,8,5,30300.55
2018,4,8,6,29731.986
2018,4,8,7,32185.074
2018,4,8,8,32556.25
2018,4,8,9,33146.457
2018,4,8,10,33707.098
2018,4,8,11,35149.67
2018,4,8,12,36243.312
2018,4,8,13,36779.406
2018,4,8,14,37036.902
2018,4,8,15,37207.18
2018,4,8,16,36897.652
2018,4,8,17,36297.133
2018,4,8,18,35427.184
2018,4,8,19,34888.81
2018,4,8,20,34933.92
2018,4,8,21,33349.88
2018,4,8,22,34361.164
2018,4,8,23,34837.836
2018,4,8,24,34727.93
2018,4,9,1,34508.203
2018,4,9,2,33385.164
2018,4,9,3,31675.352
2018,4,9,4,30624.139
2018,4,9,5,29157.643
2018,4,9,6,30109.99
2018,4,9,7,29688.635
2018,4,9,8,29109.496
2018,4,9,9,29777.531
2018,4,9,10,31763.137
2018,4,9,11,33823.438
2018,4,9,12,35522.37
2018,4,9,13,37535.344
2018,4,9,14,37996.543
2018,4,9,15,38571.605
2018,4,9,16,38684.723
2018,4,9,17,37626.707
2018,4,9,18,37983.22
2018,4,9,19,37775.97
2018,4,9,20,37201.36
2018,4,9,21,37198.305
2018,4,9,22,37214.395
2018,4,9,23,37848.777
2018,4,9,24,37241.547
2018,4,10,1,36902.797
2018,4,10,2,36012.566
2018,4,10,3,33160.91
2018,4,10,4,31334.363
2018,4,10,5,30389.412
2018,4,10,6,29403.922
2018,4,10,7,28881.355
2018,4,10,8,28743.613
2018,4,10,9,29257.672
2018,4,10,10,31607.299
2018,4,10,11,32991.957
2018,4,10,12,34691.734
2018,4,10,13,36188.535
2018,4,10,14,37191.3
2018,4,10,15,36900.11
2018,4,10,16,36425.152
2018,4,10,17,36769.5
2018,4,10,18,37021.242
2018,4,10,19,37237.08
2018,4,10,20,37194.305
2018,4,10,21,37045.367
2018,4,10,22,37160.51
2018,4,10,23,37815.793
2018,4,10,24,37870.508
2018,4,11,1,37624.53
2018,4,11,2,37370.395
2018,4,11,3,33456.004
2018,4,11,4,31741.668
2018,4,11,5,30582.377
2018,4,11,6,30110.27
2018,4,11,7,30101.135
2018,4,11,8,29852.006
2018,4,11,9,30069.445
2018,4,11,10,31448.229
2018,4,11,11,32892.14
2018,4,11,12,34201.64
2018,4,11,13,35820.766
2018,4,11,14,36430.633
2018,4,11,15,36353.586
2018,4,11,16,36360.402
2018,4,11,17,37092.418
2018,4,11,18,38277.21
2018,4,11,19,39061.36
2018,4,11,20,40350.83
2018,4,11,21,42420.266
2018,4,11,22,39592.29
2018,4,11,23,41087.008
2018,4,11,24,41005.617
2018,4,12,1,39279.805
2018,4,12,2,38114.465
2018,4,12,3,34890.887
2018,4,12,4,33022.05
2018,4,12,5,31586.754
2018,4,12,6,30494.639
2018,4,12,7,28953.363
2018,4,12,8,28850.695
2018,4,12,9,29644.82
2018,4,12,10,31668.61
2018,4,12,11,33008.754
2018,4,12,12,34648.23
2018,4,12,13,36690.45
2018,4,12,14,38035.15
2018,4,12,15,38443.902
2018,4,12,16,39893.195
2018,4,12,17,40938.957
2018,4,12,18,42005.293
2018,4,12,19,43383.766
2018,4,12,20,44847.574
2018,4,12,21,44562.65
2018,4,12,22,43183.594
2018,4,12,23,43875.152
2018,4,12,24,42912.73
2018,4,13,1,42315.055
2018,4,13,2,39621.15
2018,4,13,3,36802.344
2018,4,13,4,34223.65
2018,4,13,5,32827.926
2018,4,13,6,32126.363
2018,4,13,7,30845.77
2018,4,13,8,30985.299
2018,4,13,9,32063.867
2018,4,13,10,34128.926
2018,4,13,11,35522.164
2018,4,13,12,37062.23
2018,4,13,13,38648.17
2018,4,13,14,41150.48
2018,4,13,15,41191.527
2018,4,13,16,42531.074
2018,4,13,17,44734.75
2018,4,13,18,45135.51
2018,4,13,19,45438.04
2018,4,13,20,45108.832
2018,4,13,21,43526.996
2018,4,13,22,42578.69
2018,4,13,23,42738.344
2018,4,13,24,42355.22
2018,4,14,1,42205.234
2018,4,14,2,40086.58
2018,4,14,3,35977.555
2018,4,14,4,33740.72
2018,4,14,5,32994.48
2018,4,14,6,31495.5
2018,4,14,7,29739.008
2018,4,14,8,29557.31
2018,4,14,9,29655.951
2018,4,14,10,31275.273
2018,4,14,11,32658.023
2018,4,14,12,33788.1
2018,4,14,13,34338.812
2018,4,14,14,35831.516
2018,4,14,15,36867.598
2018,4,14,16,37164.53
2018,4,14,17,37121.582
2018,4,14,18,37115.016
2018,4,14,19,35998.965
2018,4,14,20,35664.24
2018,4,14,21,35437.16
2018,4,14,22,35447.66
2018,4,14,23,36388.02
2018,4,14,24,37728.043
2018,4,15,1,34837.164
2018,4,15,2,33507.633
2018,4,15,3,31146.854
2018,4,15,4,29533.018
2018,4,15,5,29887.096
2018,4,15,6,29990.96
2018,4,15,7,27470.078
2018,4,15,8,27533.75
2018,4,15,9,28246.318
2018,4,15,10,29487.84
2018,4,15,11,31228.54
2018,4,15,12,32314.998
2018,4,15,13,33312.406
2018,4,15,14,33873.59
2018,4,15,15,33556.816
2018,4,15,16,32984.61
2018,4,15,17,32957.41
2018,4,15,18,33046.312
2018,4,15,19,33836.617
2018,4,15,20,34408.027
2018,4,15,21,35343.68
2018,4,15,22,35116.816
2018,4,15,23,35924.816
2018,4,15,24,37347.5
2018,4,16,1,35837.63
2018,4,16,2,34654.336
2018,4,16,3,32014.045
2018,4,16,4,31145.953
2018,4,16,5,31018.06
2018,4,16,6,29435.35
2018,4,16,7,28632.512
2018,4,16,8,28693.623
2018,4,16,9,30729.79
2018,4,16,10,32662.65
2018,4,16,11,34011.56
2018,4,16,12,35605.957
2018,4,16,13,35626.348
2018,4,16,14,35731.383
2018,4,16,15,35845.652
2018,4,16,16,35349.332
2018,4,16,17,35707.684
2018,4,16,18,35589.918
2018,4,16,19,37261.008
2018,4,16,20,39114.535
2018,4,16,21,40844.84
2018,4,16,22,39607.316
2018,4,16,23,38876.477
2018,4,16,24,38337.887
2018,4,17,1,38072.67
2018,4,17,2,37317.613
2018,4,17,3,33323.043
2018,4,17,4,31603.291
2018,4,17,5,29772.86
2018,4,17,6,29310.357
2018,4,17,7,29017.414
2018,4,17,8,28836.713
2018,4,17,9,29607.658
2018,4,17,10,31793.434
2018,4,17,11,33183.39
2018,4,17,12,34648.53
2018,4,17,13,35923.85
2018,4,17,14,37278.027
2018,4,17,15,37517.734
2018,4,17,16,39302.562
2018,4,17,17,40153.188
2018,4,17,18,42115.785
2018,4,17,19,42874.28
2018,4,17,20,44473.637
2018,4,17,21,44597.234
2018,4,17,22,44211.902
2018,4,17,23,43481.13
2018,4,17,24,42769.28
2018,4,18,1,41828.336
2018,4,18,2,39775.14
2018,4,18,3,36141.61
2018,4,18,4,33632.1
2018,4,18,5,31541.402
2018,4,18,6,30602.766
2018,4,18,7,29967.143
2018,4,18,8,30196.045
2018,4,18,9,31081.578
2018,4,18,10,33209.348
2018,4,18,11,34343.805
2018,4,18,12,35627.684
2018,4,18,13,36700.89
2018,4,18,14,38980.445
2018,4,18,15,39474.203
2018,4,18,16,40677.613
2018,4,18,17,41656.543
2018,4,18,18,41869.64
2018,4,18,19,42910.215
2018,4,18,20,43450.89
2018,4,18,21,43144.676
2018,4,18,22,41757.25
2018,4,18,23,41617.445
2018,4,18,24,40248.78
2018,4,19,1,39093.89
2018,4,19,2,38520.484
2018,4,19,3,34187.754
2018,4,19,4,32263.664
2018,4,19,5,30142.494
2018,4,19,6,30005.855
2018,4,19,7,29362.89
2018,4,19,8,29176.258
2018,4,19,9,29961.732
2018,4,19,10,32191.152
2018,4,19,11,34279.016
2018,4,19,12,35341.41
2018,4,19,13,36480.066
2018,4,19,14,37467.434
2018,4,19,15,37954.723
2018,4,19,16,37969.203
2018,4,19,17,39569.01
2018,4,19,18,39652.5
2018,4,19,19,39485.95
2018,4,19,20,40053.203
2018,4,19,21,37925.457
2018,4,19,22,38604.37
2018,4,19,23,39653.06
2018,4,19,24,39564.785
2018,4,20,1,38523.254
2018,4,20,2,37332.695
2018,4,20,3,33108.086
2018,4,20,4,31018.43
2018,4,20,5,29065.328
2018,4,20,6,28554.777
2018,4,20,7,28955.656
2018,4,20,8,28631.557
2018,4,20,9,29089.588
2018,4,20,10,31073.998
2018,4,20,11,32505.828
2018,4,20,12,33800.86
2018,4,20,13,35421.08
2018,4,20,14,35637.35
2018,4,20,15,35819.113
2018,4,20,16,36309.176
2018,4,20,17,37144.8
2018,4,20,18,37510.11
2018,4,20,19,37557.98
2018,4,20,20,36880.484
2018,4,20,21,36620.336
2018,4,20,22,36781.15
2018,4,20,23,37264.293
2018,4,20,24,37186.5
2018,4,21,1,36767.387
2018,4,21,2,35443.72
2018,4,21,3,32836.523
2018,4,21,4,31048.992
2018,4,21,5,29459.246
2018,4,21,6,28594.703
2018,4,21,7,28253.383
2018,4,21,8,28205.803
2018,4,21,9,28301.945
2018,4,21,10,29573.242
2018,4,21,11,30185.99
2018,4,21,12,31580.9
2018,4,21,13,32896.234
2018,4,21,14,33629.55
2018,4,21,15,33546.65
2018,4,21,16,34046.453
2018,4,21,17,34350.11
2018,4,21,18,35592.45
2018,4,21,19,36177.17
2018,4,21,20,36270.76
2018,4,21,21,36089.535
2018,4,21,22,35535.465
2018,4,21,23,35670.7
2018,4,21,24,35637.246
2018,4,22,1,35494.36
2018,4,22,2,35047.965
2018,4,22,3,32782.92
2018,4,22,4,31221.963
2018,4,22,5,30142.809
2018,4,22,6,29029.012
2018,4,22,7,28833.248
2018,4,22,8,28822.426
2018,4,22,9,28821.816
2018,4,22,10,29703.037
2018,4,22,11,30504.33
2018,4,22,12,31534.182
2018,4,22,13,32700.723
2018,4,22,14,33306.934
2018,4,22,15,33026.504
2018,4,22,16,33457.703
2018,4,22,17,33723.01
2018,4,22,18,34440.543
2018,4,22,19,35729.254
2018,4,22,20,36119.625
2018,4,22,21,37624.184
2018,4,22,22,38180.28
2018,4,22,23,38690.31
2018,4,22,24,38615.332
2018,4,23,1,37814.527
2018,4,23,2,35158.855
2018,4,23,3,31655.482
2018,4,23,4,30588.05
2018,4,23,5,29685.064
2018,4,23,6,29578.465
2018,4,23,7,28459.602
2018,4,23,8,28220.445
2018,4,23,9,28525.652
2018,4,23,10,29912.21
2018,4,23,11,30974.945
2018,4,23,12,32198.838
2018,4,23,13,33318.418
2018,4,23,14,34263.023
2018,4,23,15,34643.344
2018,4,23,16,35129.57
2018,4,23,17,35976.484
2018,4,23,18,36878.98
2018,4,23,19,37492.605
2018,4,23,20,39385.598
2018,4,23,21,40859.62
2018,4,23,22,40113.86
2018,4,23,23,40164.28
2018,4,23,24,39717.77
2018,4,24,1,39324.7
2018,4,24,2,37819.66
2018,4,24,3,33566.223
2018,4,24,4,31320.223
2018,4,24,5,29771.785
2018,4,24,6,29534.662
2018,4,24,7,28046.559
2018,4,24,8,28152.879
2018,4,24,9,29123.44
2018,4,24,10,31380.979
2018,4,24,11,32993.914
2018,4,24,12,34357.69
2018,4,24,13,35432.06
2018,4,24,14,36411.57
2018,4,24,15,36562.355
2018,4,24,16,37588.117
2018,4,24,17,40076.88
2018,4,24,18,41542.223
2018,4,24,19,43113.055
2018,4,24,20,43953.24
2018,4,24,21,45554.22
2018,4,24,22,45755.02
2018,4,24,23,44922.953
2018,4,24,24,43703.504
2018,4,25,1,41555.918
2018,4,25,2,39438.613
2018,4,25,3,34851.824
2018,4,25,4,32537.182
2018,4,25,5,30149.09
2018,4,25,6,29364.758
2018,4,25,7,29365.916
2018,4,25,8,28803.887
2018,4,25,9,29567.934
2018,4,25,10,31790.758
2018,4,25,11,33740.574
2018,4,25,12,35324.535
2018,4,25,13,37083.438
2018,4,25,14,38771.12
2018,4,25,15,39549.945
2018,4,25,16,41208.188
2018,4,25,17,42635.34
2018,4,25,18,42452.79
2018,4,25,19,41513.93
2018,4,25,20,40933.445
2018,4,25,21,42127.71
2018,4,25,22,41119.83
2018,4,25,23,40871.527
2018,4,25,24,37899.676
2018,4,26,1,37560.82
2018,4,26,2,36534.14
2018,4,26,3,33541.277
2018,4,26,4,31781.328
2018,4,26,5,29631.441
2018,4,26,6,29489.205
2018,4,26,7,28850.021
2018,4,26,8,28888.406
2018,4,26,9,29616.7
2018,4,26,10,32354.492
2018,4,26,11,34244.33
2018,4,26,12,35491.387
2018,4,26,13,36360.63
2018,4,26,14,36952.055
2018,4,26,15,36853.754
2018,4,26,16,36836.74
2018,4,26,17,38087.11
2018,4,26,18,39454.707
2018,4,26,19,39213.223
2018,4,26,20,39180.83
2018,4,26,21,38902.676
2018,4,26,22,39496.016
2018,4,26,23,40022.24
2018,4,26,24,40159.035
2018,4,27,1,39537.56
2018,4,27,2,38974.438
2018,4,27,3,33904.51
2018,4,27,4,31861.201
2018,4,27,5,30178.475
2018,4,27,6,29656.615
2018,4,27,7,29007.244
2018,4,27,8,28509.664
2018,4,27,9,28982.338
2018,4,27,10,31034.613
2018,4,27,11,32603.293
2018,4,27,12,34244.684
2018,4,27,13,35828.95
2018,4,27,14,36343.375
2018,4,27,15,36383.53
2018,4,27,16,37029.734
2018,4,27,17,38714.297
2018,4,27,18,39730.297
2018,4,27,19,41104.895
2018,4,27,20,41915.27
2018,4,27,21,43176.1
2018,4,27,22,42151.703
2018,4,27,23,41986.31
2018,4,27,24,40733.465
2018,4,28,1,39340.562
2018,4,28,2,38385.22
2018,4,28,3,33668.53
2018,4,28,4,31493.268
2018,4,28,5,29351.453
2018,4,28,6,28537.29
2018,4,28,7,27940.896
2018,4,28,8,28025.203
2018,4,28,9,28512.951
2018,4,28,10,30107.85
2018,4,28,11,31542.518
2018,4,28,12,32996.867
2018,4,28,13,34457.914
2018,4,28,14,35386.227
2018,4,28,15,35790.83
2018,4,28,16,37552.375
2018,4,28,17,39410.86
2018,4,28,18,41262.098
2018,4,28,19,42326.38
2018,4,28,20,43011.418
2018,4,28,21,42701.418
2018,4,28,22,42806.008
2018,4,28,23,41688.74
2018,4,28,24,41352.785
2018,4,29,1,40653.254
2018,4,29,2,38384.13
2018,4,29,3,33655.645
2018,4,29,4,31652.56
2018,4,29,5,29657.59
2018,4,29,6,29906.064
2018,4,29,7,28605.766
2018,4,29,8,27998.613
2018,4,29,9,28446.576
2018,4,29,10,29974.883
2018,4,29,11,31530.936
2018,4,29,12,32826.668
2018,4,29,13,34406.766
2018,4,29,14,35345.047
2018,4,29,15,36247.21
2018,4,29,16,38617.34
2018,4,29,17,40743.938
2018,4,29,18,41630.473
2018,4,29,19,43861.85
2018,4,29,20,45040.98
2018,4,29,21,44816.95
2018,4,29,22,43933.543
2018,4,29,23,42704.41
2018,4,29,24,41237.984
2018,4,30,1,40608.75
2018,4,30,2,38238.31
2018,4,30,3,34580.36
2018,4,30,4,32765.725
2018,4,30,5,31334.213
2018,4,30,6,30446.043
2018,4,30,7,29624.26
2018,4,30,8,29096.31
2018,4,30,9,29798.355
2018,4,30,10,31696.494
2018,4,30,11,33397.285
2018,4,30,12,35370.562
2018,4,30,13,37156.35
2018,4,30,14,38674.66
2018,4,30,15,39800.836
2018,4,30,16,41595.04
2018,4,30,17,42888.395
2018,4,30,18,44066.066
2018,4,30,19,44732.65
2018,4,30,20,45426.9
2018,4,30,21,45265.457
2018,4,30,22,44451.168
2018,4,30,23,42893.215
2018,4,30,24,42175.76
2018,5,1,1,41135.723
2018,5,1,2,38870.293
2018,5,1,3,36140.504
2018,5,1,4,34131.367
2018,5,1,5,33069.37
2018,5,1,6,31915.594
2018,5,1,7,30542.158
2018,5,1,8,30274.682
2018,5,1,9,31374.762
2018,5,1,10,33699.043
2018,5,1,11,35761.57
2018,5,1,12,37707.062
2018,5,1,13,38791.3
2018,5,1,14,40308.973
2018,5,1,15,41519.98
2018,5,1,16,42351.574
2018,5,1,17,44054.09
2018,5,1,18,44955.043
2018,5,1,19,46420.66
2018,5,1,20,47567.35
2018,5,1,21,46022.594
2018,5,1,22,45146.27
2018,5,1,23,44157.645
2018,5,1,24,44126.17
2018,5,2,1,43372.793
2018,5,2,2,41592.266
2018,5,2,3,38274.504
2018,5,2,4,35665.875
2018,5,2,5,34115.566
2018,5,2,6,33268.934
2018,5,2,7,33342.547
2018,5,2,8,33719.297
2018,5,2,9,34139.375
2018,5,2,10,35885.418
2018,5,2,11,37608.938
2018,5,2,12,39298.047
2018,5,2,13,40727.93
2018,5,2,14,42874.62
2018,5,2,15,43790.035
2018,5,2,16,44648.65
2018,5,2,17,45854.688
2018,5,2,18,48216.887
2018,5,2,19,49552.14
2018,5,2,20,49949.69
2018,5,2,21,51264.094
2018,5,2,22,52024.258
2018,5,2,23,49919.723
2018,5,2,24,49051.168
2018,5,3,1,46758.344
2018,5,3,2,43481.047
2018,5,3,3,40939.09
2018,5,3,4,37680.4
2018,5,3,5,36689.402
2018,5,3,6,36159.97
2018,5,3,7,33939.96
2018,5,3,8,34316.49
2018,5,3,9,34649.562
2018,5,3,10,36807.957
2018,5,3,11,38218.14
2018,5,3,12,40253.76
2018,5,3,13,42571.88
2018,5,3,14,44830.043
2018,5,3,15,46397.02
2018,5,3,16,48703.723
2018,5,3,17,49632.16
2018,5,3,18,52225.758
2018,5,3,19,52308.113
2018,5,3,20,51015.707
2018,5,3,21,48471.984
2018,5,3,22,47212.984
2018,5,3,23,46547.75
2018,5,3,24,45504.504
2018,5,4,1,44428.465
2018,5,4,2,42495.684
2018,5,4,3,39395.85
2018,5,4,4,35714.91
2018,5,4,5,35341.492
2018,5,4,6,33138.543
2018,5,4,7,31918.568
2018,5,4,8,31950.123
2018,5,4,9,32488.082
2018,5,4,10,34973.02
2018,5,4,11,36779.176
2018,5,4,12,38224.664
2018,5,4,13,39683.945
2018,5,4,14,41671.805
2018,5,4,15,42752.266
2018,5,4,16,44373.76
2018,5,4,17,43944.426
2018,5,4,18,44554.516
2018,5,4,19,44512.883
2018,5,4,20,44857.22
2018,5,4,21,43168.754
2018,5,4,22,42795.68
2018,5,4,23,42363.203
2018,5,4,24,41217.258
2018,5,5,1,39322.66
2018,5,5,2,38335.562
2018,5,5,3,33976.89
2018,5,5,4,32117.006
2018,5,5,5,32333.201
2018,5,5,6,30260.662
2018,5,5,7,29428.756
2018,5,5,8,29066.182
2018,5,5,9,29703.79
2018,5,5,10,31312.7
2018,5,5,11,32395.69
2018,5,5,12,34231.312
2018,5,5,13,35362.96
2018,5,5,14,36547.402
2018,5,5,15,36974.836
2018,5,5,16,38735.555
2018,5,5,17,40466.023
2018,5,5,18,42111.7
2018,5,5,19,42464.395
2018,5,5,20,42996.023
2018,5,5,21,44070.04
2018,5,5,22,43908.71
2018,5,5,23,43367.43
2018,5,5,24,43146.113
2018,5,6,1,41523.996
2018,5,6,2,39664.953
2018,5,6,3,34956.496
2018,5,6,4,32302.207
2018,5,6,5,30304.455
2018,5,6,6,29103.086
2018,5,6,7,28644.691
2018,5,6,8,28882.02
2018,5,6,9,29226.45
2018,5,6,10,30722.17
2018,5,6,11,31938.785
2018,5,6,12,32989.016
2018,5,6,13,34569.383
2018,5,6,14,36099.25
2018,5,6,15,36816.812
2018,5,6,16,39679.137
2018,5,6,17,43138.48
2018,5,6,18,45058.42
2018,5,6,19,46826.28
2018,5,6,20,50133.426
2018,5,6,21,52661.98
2018,5,6,22,50912.395
2018,5,6,23,49230.56
2018,5,6,24,47903.79
2018,5,7,1,46291.51
2018,5,7,2,42446.01
2018,5,7,3,38408.676
2018,5,7,4,33615.45
2018,5,7,5,31408.432
2018,5,7,6,31031.021
2018,5,7,7,29533.508
2018,5,7,8,29204.04
2018,5,7,9,30242.291
2018,5,7,10,31989.295
2018,5,7,11,34407.96
2018,5,7,12,36030.367
2018,5,7,13,37180.707
2018,5,7,14,39305.48
2018,5,7,15,41595.18
2018,5,7,16,44288.734
2018,5,7,17,48520.668
2018,5,7,18,51590.707
2018,5,7,19,53968.42
2018,5,7,20,58647.207
2018,5,7,21,57490.03
2018,5,7,22,56898.426
2018,5,7,23,55116.547
2018,5,7,24,51860.023
2018,5,8,1,48726.137
2018,5,8,2,45221.19
2018,5,8,3,39994.094
2018,5,8,4,35829.184
2018,5,8,5,33212.34
2018,5,8,6,31964.533
2018,5,8,7,31963.387
2018,5,8,8,31950.227
2018,5,8,9,32673.408
2018,5,8,10,34428.387
2018,5,8,11,36639.79
2018,5,8,12,38827.434
2018,5,8,13,41427.555
2018,5,8,14,43340.105
2018,5,8,15,45621.21
2018,5,8,16,49182.402
2018,5,8,17,52515.23
2018,5,8,18,54355.4
2018,5,8,19,57278.332
2018,5,8,20,58891.94
2018,5,8,21,59072.66
2018,5,8,22,58113.746
2018,5,8,23,55249.426
2018,5,8,24,53671.695
2018,5,9,1,51702.945
2018,5,9,2,47883.285
2018,5,9,3,42122.562
2018,5,9,4,37713.426
2018,5,9,5,35733.44
2018,5,9,6,34238.34
2018,5,9,7,32862.336
2018,5,9,8,32268.145
2018,5,9,9,32465.824
2018,5,9,10,34635.676
